id,house,course,sex,blood_status,result,Transfiguration_exam,Potions_exam,Herbology_exam,Defence against the dark arts_exam,History of magic_exam,Divinations_exam,Astronomy_exam,Arythmancy_exam,Care of magical creatures_exam,Muggle studies_exam,Study of ancient runs_exam,Flying_exam,Charms_exam,wand,week 1,week 2,week 3,week 4,week 5,week 6,week 7,week 8,week 9,week 10,week 11,week 12,week 13,week 14,week 15,week 16,week 17,week 18,week 19,week 20,week 21,week 22,week 23,week 24,week 25,week 26,week 27,week 28,week 29,week 30,week 31,week 32,week 33,week 34,week 35,week 36,week 37,week 38,week 39,week 40
42,Slytherin,7,male,Pure-blood,-200,18,100,78,82,78,68,79,46,83,50,87,84,100,Phoenix feather,5,0,-10,-10,-10,5,0,-20,-5,0,5,-20,0,0,-10,-5,-10,-5,0,0,-5,-20,0,-10,-10,5,0,10,-5,-5,-20,-10,0,-5,0,-5,-5,-20,-5,0
53,Slytherin,2,male,Pure-blood,-300,35,81,74,82,74,77,40,44,88,53,54,63,44,Phoenix feather,-5,-5,-20,0,-20,-20,5,-5,-5,-20,-5,-5,5,-5,-10,-5,-5,-10,-5,5,0,-10,-20,10,-20,-5,0,-5,-5,-10,0,-10,-5,-5,-5,-20,-20,-5,-20,-10
62,Slytherin,2,male,Pure-blood,-245,44,66,51,100,53,6,32,85,18,53,51,22,42,Dragon heartstring,-5,-10,-10,-10,-5,-20,-5,10,-20,-5,-10,-5,0,-10,-5,-20,-5,-10,-5,-5,5,0,-10,-5,-10,-10,-20,-20,5,-5,-5,-5,-10,0,0,10,-10,5,-5,0
66,Slytherin,7,male,Pure-blood,-280,20,32,27,100,100,41,24,59,31,24,29,47,27,Unicorn hair,5,-10,-5,-5,-20,-5,5,-10,-5,-5,5,5,5,-5,-20,-5,-10,5,-10,0,-20,-20,-20,-10,-5,-5,-10,-20,5,-10,-5,-10,-10,-5,-10,-20,5,-10,5,-20
69,Slytherin,2,male,Pure-blood,-190,66,84,48,58,78,82,51,60,32,39,74,63,80,Phoenix feather,-5,-10,-10,10,10,-5,-5,5,10,10,-5,-10,-5,-5,-20,0,-10,-5,-10,0,-5,-20,10,-5,-10,-20,5,-5,-20,5,-20,0,-5,-5,-10,-10,0,-5,-5,-5
71,Slytherin,7,male,Pure-blood,-225,55,91,40,58,49,82,82,71,14,66,77,37,20,Phoenix feather,-5,-20,-10,-5,-5,-10,5,-5,5,-10,5,-5,-5,-5,-10,-10,-20,-10,-10,-5,0,-5,-10,0,-20,-5,0,-5,-5,-20,0,-5,10,0,-5,-5,-5,-5,-10,5
83,Slytherin,6,male,Pure-blood,-230,5,30,29,100,100,100,48,31,31,41,100,25,21,Unicorn hair,-5,-5,-5,5,-20,10,-10,5,-5,5,-5,-5,5,-10,-5,-10,5,0,-10,-10,5,-20,10,-10,-5,-10,-5,-5,-20,-20,0,-10,-10,5,-5,-5,-10,-20,-20,-5
93,Slytherin,7,male,Pure-blood,-200,39,100,56,33,64,45,100,73,58,72,39,69,36,Dragon heartstring,-5,-5,-5,-5,-10,-10,-5,-5,-5,-5,-10,-10,-10,5,0,-20,5,-5,-5,-5,-10,-5,-20,-10,-10,5,-10,-5,5,-5,-5,-5,5,5,0,5,-5,-10,-5,-5
94,Slytherin,2,male,Pure-blood,-225,29,100,21,62,49,44,49,100,13,54,40,71,49,Unicorn hair,-5,-20,-10,-20,-5,-5,5,-20,-10,-5,5,-5,0,0,0,0,5,-5,-20,-5,-5,-20,-5,-5,-10,-5,0,-5,0,0,-10,-20,5,-10,5,-5,0,-5,-5,-5
99,Slytherin,2,male,Pure-blood,-210,34,100,30,39,70,39,34,82,1,13,65,15,26,Dragon heartstring,-10,-5,-5,-5,5,-5,0,-5,-10,-20,-5,-20,10,-5,-10,-5,0,-5,-10,5,-10,5,-20,-10,-10,-20,5,-5,0,-5,5,0,-10,-10,5,0,-5,-10,-5,-5
108,Slytherin,2,male,Pure-blood,-335,53,87,34,47,37,69,66,99,58,55,14,15,51,Unicorn hair,-20,-10,5,-10,10,-5,-5,-5,0,-10,5,-20,-10,-5,-20,-20,-10,-5,-20,-10,-10,-5,-5,-5,5,-20,-5,5,-20,-20,0,-20,-5,-5,-10,-5,-10,-20,-10,-5
116,Slytherin,3,male,Pure-blood,-285,48,100,87,42,95,100,67,57,87,69,55,36,54,Phoenix feather,-10,5,10,5,-5,-5,-5,-5,-10,-5,-5,-5,-5,-5,-20,-5,-5,-10,-20,-5,-5,-5,-20,-20,0,-10,-10,-5,-10,-5,-10,-5,-5,-10,-5,-10,-20,-5,-10,-5
125,Slytherin,6,male,Pure-blood,-265,45,95,90,88,90,40,33,70,70,93,39,78,23,Phoenix feather,5,5,-5,-20,-10,-5,-20,-10,-20,0,-5,5,-5,-20,-20,-5,-5,-5,5,-5,-10,-10,-10,-5,-5,0,-10,5,-5,-10,5,-10,-5,-5,-10,-20,-20,5,-10,5
132,Slytherin,7,male,Pure-blood,-260,64,100,60,59,100,100,100,78,70,84,89,100,88,Unicorn hair,0,-10,-10,0,-20,-5,0,-5,0,5,-5,-5,-20,-5,0,-10,-5,-10,-10,-10,-5,-10,-20,-20,-10,-5,-5,-5,-10,5,-5,-5,-10,0,-20,0,-5,5,-5,-5
145,Slytherin,2,male,Pure-blood,-210,29,71,63,50,71,100,42,74,59,65,74,72,43,Unicorn hair,0,-20,0,5,-10,0,0,0,5,-5,5,-5,-20,-5,5,0,-5,-10,-20,-10,-10,-20,5,-10,-5,-10,-5,0,-5,-5,-10,-20,-5,10,-5,-10,-5,-10,-5,5
158,Slytherin,6,male,Pure-blood,-220,36,66,19,100,58,70,30,36,14,57,16,71,18,Unicorn hair,-20,5,-20,-10,-10,5,10,5,-10,0,-10,-5,-5,-5,5,-5,-20,-5,-10,-20,-5,10,-10,-5,-5,-20,-10,5,0,0,0,-20,0,0,-10,-10,5,5,-5,-20
159,Slytherin,5,male,Half-blood,-205,26,95,22,82,2,56,80,53,73,46,54,38,13,Unicorn hair,-5,5,-5,5,-10,-10,-10,5,-20,-5,-5,5,-20,-5,-5,5,5,-5,-20,-5,5,-10,-10,-10,5,-5,-5,-10,-10,-20,-10,10,-5,-5,-20,5,5,0,-5,-10
161,Slytherin,3,male,Pure-blood,-250,55,100,80,60,24,53,78,92,59,100,66,77,38,Dragon heartstring,-20,-5,-5,-5,-20,0,-20,5,5,-10,-10,-10,-20,-5,-10,-5,-20,-20,-20,-5,-5,-10,-5,5,-20,0,10,-5,0,5,-5,-5,5,-20,10,-10,-10,10,10,-10
173,Slytherin,5,male,Half-blood,-265,50,100,61,34,22,75,25,47,73,33,38,64,64,Phoenix feather,0,-5,-5,-20,-10,-10,-5,0,-10,-5,-5,0,-20,-10,-20,-10,0,-5,5,-20,5,-5,-20,-5,-5,-5,-10,0,5,-5,-5,0,-5,-20,-10,5,-5,-10,-20,5
203,Slytherin,7,male,Pure-blood,-320,27,100,19,47,67,74,50,73,60,100,57,41,46,Unicorn hair,-20,-10,-20,-5,-20,-10,-5,-10,-5,10,-10,-20,-5,-10,10,-10,-5,-10,-5,-5,-5,-5,-10,-10,-5,-10,5,-20,-5,-10,-5,-20,-10,-5,-10,5,-5,-5,-20,-5
212,Slytherin,4,male,Pure-blood,-230,59,97,49,20,29,44,83,47,75,30,79,69,44,Phoenix feather,-5,-20,-5,0,0,-10,0,0,0,0,5,-5,-10,5,-5,-5,5,-5,-10,-5,-10,0,-10,-5,0,-20,-5,-10,-10,-5,-10,-5,-20,-5,-5,-10,5,-10,-20,-5
222,Slytherin,3,male,Pure-blood,-225,67,100,77,81,72,90,82,77,85,32,34,95,63,Unicorn hair,-10,0,0,-5,-10,0,5,-5,-20,-10,-10,-5,5,0,-10,10,-20,-5,20,-10,-5,-10,-10,5,5,-10,-10,-10,-10,-5,-10,-10,-10,-5,10,-5,-20,-20,-10,-5
226,Slytherin,1,male,Half-blood,-240,38,100,62,58,41,100,78,56,65,72,67,60,51,Dragon heartstring,0,5,-5,-5,-5,-20,-5,5,-5,-10,-20,10,-20,-10,-5,-5,-5,-5,-5,0,-20,-5,-5,10,-10,-10,-5,-5,-10,5,10,-20,5,-20,-5,-5,-10,-10,-10,-10
239,Slytherin,6,male,Pure-blood,-330,32,74,11,31,48,56,57,36,67,2,31,48,22,Dragon heartstring,-5,-20,-10,0,-5,-10,5,-20,-20,-5,-5,-5,-5,5,-5,5,-5,-20,0,-10,-5,-5,-20,-5,-10,-20,-10,5,-20,-5,5,-5,-20,-10,-20,-10,-5,-10,-5,-20
242,Slytherin,4,male,Pure-blood,-280,64,100,37,58,66,96,64,100,57,93,71,100,64,Unicorn hair,-10,-20,5,-10,-5,5,-20,5,-5,-5,0,10,-10,-10,-10,-5,-20,-5,-5,-5,-5,-5,-10,-5,-10,-5,-10,5,-5,-20,-5,-10,-10,-5,-20,-5,-10,-5,0,-20
246,Slytherin,4,male,Pure-blood,-290,64,100,39,47,56,10,17,65,38,17,77,47,30,Dragon heartstring,-20,0,-10,-5,5,-20,5,-10,-10,5,-10,-10,-5,-10,-5,-10,0,-5,0,-20,-10,-10,-5,10,5,5,-5,-10,-20,5,-5,-20,-5,-20,-20,-10,-5,-5,-20,-10
249,Slytherin,5,male,Pure-blood,-245,26,86,51,20,38,10,31,42,85,72,58,28,36,Dragon heartstring,5,-5,0,-20,10,-5,-10,5,-10,-10,-10,5,5,-5,-5,-10,-5,-5,-5,-10,-5,-5,-5,5,-20,-10,-20,-5,0,-5,-20,5,-20,-20,5,5,-20,-20,-10,5
250,Slytherin,5,male,Half-blood,-270,84,100,100,71,100,100,92,100,100,84,88,100,79,Dragon heartstring,-20,-5,-10,-5,-10,5,10,-5,-20,-10,-20,0,10,10,-20,-10,-20,-20,-5,-5,-10,-10,5,5,-5,-5,-10,0,-20,-5,-20,-5,-20,-5,-20,-5,5,10,5,-10
257,Slytherin,2,male,Pure-blood,-320,23,57,2,25,49,7,100,3,18,52,100,26,6,Dragon heartstring,-5,0,-10,0,-20,-5,5,-5,-20,-10,-5,-20,-20,-20,-10,-10,-10,-10,10,-5,-20,10,-5,-20,0,-5,-5,-5,-5,-5,-20,-10,-10,-20,-5,-5,-5,-20,10,-5
263,Slytherin,7,male,Pure-blood,-240,40,94,46,100,74,91,100,100,93,93,100,63,29,Dragon heartstring,-10,-10,-10,0,5,0,-10,-10,-5,-5,-5,-5,5,-5,-10,-20,-10,-5,10,0,-10,-5,-5,-10,-5,10,5,-5,-5,-20,-20,-5,-5,10,-20,-20,5,-5,-20,-10
272,Slytherin,2,male,Pure-blood,-170,55,100,70,100,74,100,70,100,82,51,50,78,50,Unicorn hair,-5,-20,5,-10,-5,-5,-10,-5,-10,5,-5,-5,0,10,-10,-5,-10,-5,5,10,-5,10,-10,-10,10,-5,-10,5,-10,-10,-20,5,-20,-10,5,-10,-10,-5,10,-5
274,Slytherin,3,male,Pure-blood,-235,55,100,32,65,17,48,68,79,38,54,22,76,89,Unicorn hair,-10,-5,5,-5,-20,-20,-5,5,5,-10,-20,-20,0,-5,-10,-5,-5,-5,-5,5,-5,0,-10,-10,5,0,-5,-5,-5,-10,-5,-10,-5,-20,5,-5,-5,-10,-10,5
275,Slytherin,4,male,Pure-blood,-270,27,55,9,46,60,39,44,48,100,24,23,49,15,Phoenix feather,-10,0,-5,-5,0,-10,-20,5,-5,-5,-20,-10,-10,-20,-10,-20,5,-20,10,5,10,-5,-20,-10,-10,-5,-5,-5,-10,-10,-5,-5,-20,5,-5,-5,-10,-5,0,-5
8,Slytherin,6,female,Pure-blood,280,45,82,56,31,24,17,29,48,39,33,78,45,59,Dragon heartstring,5,0,10,-5,5,5,-5,-5,20,5,20,20,5,10,20,20,10,5,5,20,5,0,0,20,-5,20,5,10,10,0,5,10,-5,-5,5,5,0,5,20,5
10,Slytherin,2,female,Half-blood,260,28,78,43,24,28,6,60,48,85,59,62,51,8,Dragon heartstring,0,0,5,20,5,5,20,5,5,10,0,20,10,5,20,5,5,5,0,5,5,-5,10,10,5,0,5,5,0,10,10,0,20,10,-5,-10,0,20,0,20
18,Slytherin,7,female,Pure-blood,175,63,97,67,96,75,76,82,66,83,100,52,15,60,Phoenix feather,0,5,-5,5,5,0,0,0,5,5,0,-10,20,0,5,0,5,5,5,0,10,10,0,5,5,0,5,0,-10,0,20,20,5,5,20,0,0,0,20,10
23,Slytherin,7,female,Pure-blood,305,66,97,64,73,45,42,100,100,73,100,89,23,27,Unicorn hair,20,20,10,10,5,-5,5,0,10,5,5,10,10,0,20,0,0,20,10,20,-10,-5,20,5,0,5,5,10,20,10,0,20,20,0,10,5,0,10,0,5
31,Slytherin,1,female,Pure-blood,195,22,61,24,46,29,27,53,20,45,27,45,56,25,Phoenix feather,0,10,5,0,10,0,5,5,10,5,0,-5,5,10,5,10,0,10,0,-5,5,10,10,-5,20,5,0,10,5,0,0,10,10,0,0,10,5,20,5,-5
33,Slytherin,2,female,Pure-blood,260,38,100,74,51,27,54,30,54,57,100,82,70,41,Phoenix feather,5,5,10,5,20,5,10,-5,0,10,20,0,0,20,-5,5,5,5,-10,0,0,5,20,5,20,0,5,5,0,10,10,20,5,10,0,10,10,10,5,5
39,Slytherin,7,female,Pure-blood,285,46,97,60,100,53,55,64,51,39,24,44,39,73,Dragon heartstring,10,0,5,20,10,-5,10,20,5,20,5,10,20,10,5,5,0,5,5,5,0,5,20,10,5,5,20,10,10,5,-5,10,0,5,10,0,5,10,-5,0
46,Slytherin,5,female,Pure-blood,255,36,95,58,87,78,32,85,92,55,21,86,44,4,Phoenix feather,20,10,10,20,5,10,20,5,10,10,10,-5,10,-10,5,0,-5,10,20,5,0,0,0,5,0,0,0,10,5,10,5,5,0,10,10,10,10,5,5,5
60,Slytherin,1,female,Pure-blood,210,47,99,44,46,67,48,9,0,68,27,100,89,24,Dragon heartstring,5,10,10,5,20,10,10,10,0,5,5,10,10,10,5,5,-10,10,10,5,5,0,20,0,5,5,5,0,10,0,0,0,-5,10,5,5,5,-5,5,-5
63,Slytherin,5,female,Pure-blood,270,61,100,62,53,82,80,60,90,76,72,36,15,88,Unicorn hair,0,0,20,5,-5,5,0,10,20,0,20,0,5,0,5,0,10,0,0,10,0,10,0,20,20,0,5,5,5,10,-5,20,5,5,5,20,5,20,5,10
70,Slytherin,5,female,Pure-blood,285,44,100,42,14,24,58,23,62,26,85,61,14,49,Phoenix feather,20,20,20,5,10,5,5,5,10,10,5,5,0,5,-5,10,5,0,20,10,5,-5,20,5,10,0,10,10,0,0,-5,0,20,0,0,20,0,5,5,20
74,Slytherin,3,female,Half-blood,215,63,100,76,79,69,70,27,43,51,59,62,41,61,Unicorn hair,10,-5,5,5,-5,20,10,20,10,5,5,20,5,5,5,-5,10,5,0,20,5,0,10,0,5,5,10,5,0,0,10,-10,20,5,0,5,5,5,-5,-5
87,Slytherin,7,female,Pure-blood,245,42,98,24,100,85,13,63,27,21,62,48,100,35,Phoenix feather,0,10,-10,0,-5,0,0,-5,-5,5,5,10,10,10,10,5,5,20,-5,20,10,20,10,0,10,20,10,20,5,5,0,10,0,20,0,5,-5,5,10,10
117,Slytherin,2,female,Pure-blood,225,83,100,50,98,100,63,71,75,62,87,82,51,83,Unicorn hair,10,5,5,5,10,0,0,10,10,-5,20,5,10,5,-5,0,10,10,-5,5,10,0,0,5,5,10,20,10,20,10,5,5,5,5,0,0,5,5,0,0
121,Slytherin,3,female,Half-blood,250,9,74,100,100,30,12,100,18,34,8,9,16,14,Dragon heartstring,10,-10,0,5,20,10,10,20,0,5,10,20,5,5,20,0,-5,10,5,0,10,10,5,-5,5,0,10,-5,10,0,0,10,0,20,5,-10,20,10,10,5
127,Slytherin,1,female,Pure-blood,195,48,94,23,3,85,10,49,59,50,100,40,85,66,Phoenix feather,0,-5,20,10,-5,5,10,5,20,0,0,10,0,0,10,5,0,5,10,20,0,5,5,0,5,10,20,5,0,10,5,0,5,5,-5,0,0,-5,0,10
133,Slytherin,3,female,Pure-blood,235,84,100,85,77,50,100,47,54,59,70,73,97,87,Phoenix feather,0,10,-5,10,0,-5,5,0,10,5,5,20,5,5,0,20,10,10,0,0,0,10,5,-5,10,5,5,-5,10,20,0,5,5,20,20,5,10,10,0,0
153,Slytherin,2,female,Pure-blood,230,70,100,93,24,31,55,100,62,48,57,100,80,75,Dragon heartstring,5,5,5,0,10,5,0,10,20,5,5,5,5,0,-5,5,-5,20,10,5,5,5,5,0,10,10,0,5,0,0,10,0,20,10,20,0,5,0,20,-5
164,Slytherin,3,female,Half-blood,230,59,100,90,63,90,71,97,90,51,100,43,70,71,Dragon heartstring,5,0,0,20,5,5,10,0,-5,5,20,0,0,5,0,5,0,5,5,20,5,5,5,5,5,10,10,0,20,5,10,10,5,-5,5,5,0,20,5,0
167,Slytherin,1,female,Pure-blood,265,45,83,43,42,94,48,50,36,77,34,54,17,51,Phoenix feather,20,10,10,0,5,0,5,10,5,20,10,-5,10,5,10,-5,-5,0,0,10,5,-10,-5,10,20,0,20,10,5,10,10,5,5,10,10,10,5,0,20,10
171,Slytherin,7,female,Pure-blood,230,52,83,39,97,76,21,58,28,32,100,29,65,68,Dragon heartstring,0,-5,5,20,0,5,5,0,10,5,5,0,20,20,5,0,10,0,5,-5,10,20,-5,10,10,5,0,5,20,10,-5,0,10,10,10,0,0,5,0,10
174,Slytherin,1,female,Pure-blood,255,45,100,49,70,76,98,97,84,32,47,81,48,37,Phoenix feather,20,5,5,10,0,5,5,10,5,-5,10,10,-10,5,0,5,5,5,0,0,10,10,20,5,20,5,10,-5,10,5,0,5,5,5,5,20,10,20,0,5
175,Slytherin,6,female,Pure-blood,245,69,81,47,100,41,62,66,8,64,56,72,100,54,Unicorn hair,10,20,0,0,10,10,20,0,5,10,10,5,10,5,0,20,0,20,0,10,20,0,0,5,5,10,20,-5,0,10,-5,5,10,0,-5,0,5,0,0,5
180,Slytherin,7,female,Pure-blood,240,35,95,37,41,44,45,55,56,56,73,89,52,47,Unicorn hair,5,10,10,5,0,5,20,0,20,10,5,10,20,10,5,5,0,5,10,5,0,0,0,10,5,5,0,5,-5,10,0,0,5,0,0,0,5,10,20,10
182,Slytherin,3,female,Half-blood,190,23,71,50,57,35,66,15,49,69,40,26,25,37,Unicorn hair,5,-5,5,-5,20,-10,5,5,5,5,5,10,-5,5,0,20,5,20,0,10,-5,10,5,20,5,5,5,0,0,0,0,0,10,0,5,20,0,5,5,0
185,Slytherin,6,female,Pure-blood,225,58,87,45,25,21,48,43,39,38,19,13,24,57,Dragon heartstring,-5,5,-5,5,0,10,5,20,0,0,10,0,20,10,0,10,0,10,10,-10,0,10,-5,5,20,5,-5,5,5,5,5,20,0,0,0,20,0,20,10,10
186,Slytherin,4,female,Half-blood,180,65,100,69,78,84,100,100,100,87,92,83,100,76,Unicorn hair,20,0,-5,10,20,10,10,5,0,0,-5,10,0,0,10,0,0,10,5,0,10,5,-5,20,0,5,-5,5,10,20,0,10,-10,0,5,-5,10,-5,5,5
192,Slytherin,6,female,Pure-blood,175,36,100,23,40,26,44,38,85,20,53,61,47,33,Phoenix feather,0,20,0,5,0,5,0,20,0,0,0,20,10,5,0,0,10,5,0,5,-5,10,0,-5,-5,10,5,0,10,0,10,0,0,10,10,5,0,-5,20,0
201,Slytherin,5,female,Pure-blood,210,46,100,47,55,70,76,94,49,71,39,89,55,40,Phoenix feather,10,5,-5,10,-5,5,5,5,5,0,10,5,5,10,5,0,5,5,-5,0,5,0,5,20,-5,0,5,20,10,0,10,10,5,5,-10,20,5,10,10,10
208,Slytherin,2,female,Pure-blood,255,36,76,52,30,85,56,28,54,54,81,84,100,27,Unicorn hair,10,0,0,10,20,5,20,0,0,-5,5,10,20,-5,0,5,10,-5,10,5,10,10,20,0,0,5,10,5,0,-5,5,10,0,20,20,0,0,-10,20,20
209,Slytherin,3,female,Pure-blood,175,67,100,90,100,86,71,46,42,51,100,88,96,50,Unicorn hair,-5,20,10,10,10,5,0,5,0,5,-5,5,20,0,0,5,10,10,5,10,5,0,5,-5,-5,0,10,-5,5,0,-20,0,20,10,10,5,0,20,-5,5
224,Slytherin,1,female,Pure-blood,320,49,100,14,50,71,55,68,2,61,38,42,74,47,Dragon heartstring,0,5,20,5,10,10,0,20,20,5,5,20,0,20,0,0,0,5,0,0,5,10,5,10,0,20,5,20,5,5,10,20,0,0,0,10,10,20,20,0
225,Slytherin,7,female,Pure-blood,170,72,100,47,92,42,55,100,100,54,49,22,73,74,Dragon heartstring,0,5,-5,20,-5,0,0,5,0,20,5,5,5,10,0,0,0,5,5,20,5,5,5,5,-5,10,20,0,-5,5,10,5,10,-5,10,0,-10,5,5,0
235,Slytherin,3,female,Pure-blood,205,100,62,1,48,54,29,11,17,9,100,3,100,1,Phoenix feather,20,-5,5,5,10,0,20,5,-5,10,0,0,5,10,10,5,5,0,5,20,10,10,5,0,0,5,0,5,5,5,10,-5,10,5,5,5,0,5,5,-5
245,Slytherin,5,female,Pure-blood,245,69,86,25,19,49,30,58,85,79,44,38,48,61,Unicorn hair,5,5,0,5,10,5,10,0,5,20,5,5,5,5,10,5,20,10,0,5,5,5,5,10,0,10,10,10,0,5,10,0,5,-5,5,5,10,-5,20,5
247,Slytherin,5,female,Pure-blood,175,71,100,51,54,28,73,66,100,100,41,89,100,63,Phoenix feather,0,20,0,5,5,10,5,5,0,10,-5,5,10,0,0,20,-5,0,5,5,10,5,0,20,5,10,5,0,5,5,-5,5,5,0,0,0,-5,20,0,-5
252,Slytherin,3,female,Pure-blood,230,43,61,37,60,38,21,49,41,100,85,10,30,32,Unicorn hair,5,0,5,10,5,0,5,5,5,5,0,20,0,0,0,0,20,5,0,5,20,10,5,-5,20,5,5,20,10,5,10,5,-5,0,5,10,0,-5,10,10
260,Slytherin,4,female,Pure-blood,190,14,100,58,100,64,37,89,13,76,87,38,29,17,Unicorn hair,0,10,-5,5,5,0,5,5,10,0,0,10,5,5,5,5,0,5,10,0,5,5,0,5,5,5,-5,20,5,0,0,5,20,10,0,5,5,0,20,0
